"text", "translation"
"【5日目】育成で高松宮記念の3着以内に入ろう","<size=25>[第 5 天] 在育成中取得 高松宮記念 的前三名</size>"
"【5日目】育成ランク[C]以上の育成ウマ娘を1回育成完了しよう","<size=25>[第 5 天] 使用任何一位赛马娘在育成结束后达到[C]级</size>"
"【全達成報酬】5日目の限定ミッションをすべてクリアしよう","<size=25>[限时] 完成所有第 5 天任务</size>"
"【6日目】ファン2万人以上獲得で育成を完了しよう","<size=25>[第 6 天] 在育成结束后达到 20,000 粉丝</size>"
"【6日目】育成でクレーンゲームのぬいぐるみを3個以上獲得しよう","<size=25>[第 6 天] 在娃娃机游戏中至少抓到 3 个娃娃</size>"
"【6日目】育成で「東京レース場」のレースを10勝しよう","<size=25>[第 6 天] 在 東京レース場 赢下十场比赛</size>"
"【6日目】育成でURAファイナルズ予選を出走しよう","<size=25>[第 6 天] 参加 URAファイナルズ 预选赛</size>"
"【全達成報酬】6日目の限定ミッションをすべてクリアしよう","<size=25>[限时] 完成所有第 6 天任务</size>"
"【7日目】ファン5万人以上獲得で育成を完了しよう","<size=25>[第 7 天] 在育成结束后达到 50,000 粉丝</size>"
"【7日目】育成でサポートカードの5人と同時にトレーニングしよう","<size=25>[第 7 天] 在育成中同时训练 5 张支援卡</size>"
"【7日目】育成で「中山レース場」のレースを10勝しよう","<size=25>[第 7 天] 在 中山レース場 赢下十场比赛</size>"
"【7日目】育成でURAファイナルズ決勝を出走しよう","<size=25>[第 7 天] 参加 URAファイナルズ 决赛</size>"
"【全達成報酬】7日目の限定ミッションをすべてクリアしよう","<size=25>[限时] 完成所有第 7 天任务</size>"
"【全達成報酬】1～7日目の限定ミッションを全てクリアしよう","<size=25>[限时] 完成所有第 1~7 天任务</size>"

"【1日目】チーム編成を行いチームランク[E]以上に到達させよう","<size=25>[第 1 天] 竞技场队伍全员达到[E]级</size>"
"【1日目】チーム競技場で親愛度を累計15上げよう","<size=25>[第 1 天] 在竞技场中提升赛马娘亲密度 15 次</size>"
"【1日目】チーム競技場を5回プレイしよう","<size=25>[第 1 天] 在竞技场中完成 5 次比赛</size>"
"【1日目】デイリーレースに3回出走しよう","<size=25>[第 1 天] 完成 3 次日常比赛</size>"
"【全達成報酬】1日目の限定ミッションを全てクリアしよう","<size=25>[限时] 完成全部第 1 天任务</size>"
"【2日目】チーム競技場でスコア累計20万以上獲得しよう","<size=25>[第 2 天] 在竞技场中获得累计 200,000 pt</size>"
"【2日目】チーム競技場でウイニング報酬を1回獲得しよう","<size=25>[第 2 天] 在竞技场中获得 1 次胜利奖励</size>"
"【2日目】チーム競技場の短距離のレースに3回勝利しよう","<size=25>[第 2 天] 在竞技场中获得 3 次短距离比赛胜利</size>"
"【2日目】デイリーレースに[絶好調]な状態で出走しよう","<size=25>[第 2 天] 以[絶好調]状态参加 1 次日常比赛</size>"
"【全達成報酬】2日目の限定ミッションを全てクリアしよう","<size=25>[限时] 完成全部第 2 天任务</size>"
"【3日目】チーム競技場でファン数を累計1000人以上獲得しよう","<size=25>[第 3 天] 在竞技场中累计获得 1,000 粉丝</size>"
"【3日目】デイリーレースに3回勝利しよう","<size=25>[第 3 天] 获得 3 次日常比赛胜利</size>"
"【3日目】チーム競技場のマイルのレースに3回勝利しよう","<size=25>[第 3 天] 在竞技场中获得 3 次英里赛胜利</size>"
"【3日目】デイリーレースに[晴]の状態で出走しよう","<size=25>[第 3 天] 参加 1 次[晴]的日常比赛</size>"
"【全達成報酬】3日目の限定ミッションを全てクリアしよう","<size=25>[限时] 完成全部第 3 天任务</size>"
"【4日目】チーム編成を行いチームランク[E2]以上に到達させよう","<size=25>[第 4 天] 竞技场队伍全员达到[E2]级</size>"
"【4日目】チーム競技場でウイニング報酬を3回獲得しよう","<size=25>[第 4 天] 在竞技场中获得 3 次胜利奖励</size>"
"【4日目】チーム競技場の中距離のレースに3回勝利しよう","<size=25>[第 4 天] 在竞技场中获得 3 次中距离比赛</size>"
"【4日目】デイリーレースに[雨]の状態で出走しよう","<size=25>[第 4 天] 参加 1 次[雨]的日常比赛</size>"
"【全達成報酬】4日目の限定ミッションを全てクリアしよう","<size=25>[限时] 完成全部第 4 天任务</size>"
"【5日目】チーム競技場でスコアを累計50万以上獲得しよう","<size=25>[第 5 天] 在竞技场中获得累计 500,000 pt</size>"
"【5日目】デイリーレースに3回勝利しよう","<size=25>[第 5 天] 获得 3 次日常比赛胜利</size>"
"【5日目】チーム競技場の長距離のレースに3回勝利しよう","<size=25>[第 5 天] 在竞技场中获得 3 次长距离比赛胜利</size>"
"【5日目】デイリーレースに[内枠]（1～3枠）の状態で出走しよう","<size=25>[第 5 天] 参加 1 次[内枠]（1～3枠）的比赛</size>"
"【全達成報酬】5日目の限定ミッションを全てクリアしよう","<size=25>[限时] 完成全部 5 天任务</size>"
"【6日目】チーム競技場でファン数を累計2000人以上獲得しよう","<size=25>[第 6 天] 在竞技场中累计获得 2,000 粉丝</size>"
"【6日目】チーム競技場で親愛度を累計30上げよう","<size=25>[第 6 天] 在竞技场中提升赛马娘亲密度 30 次</size>"
"【6日目】チーム競技場のダートレースに3回勝利しよう","<size=25>[第 6 天] 在竞技场中获得 3 次砂地比赛胜利</size>"
"【6日目】デイリーレースに[外枠]（6～8枠）の状態で出走しよう","<size=25>[第 6 天] 参加 1 次[外枠]（6～8枠）的日常比赛</size>"
"【全達成報酬】6日目の限定ミッションを全てクリアしよう","<size=25>[限时] 完成全部第 6 天任务</size>"
"【7日目】チーム編成を行いチームランク[E3]以上に到達させよう","<size=25>[第 7 天] 竞技场队伍全员达到[E3]级</size>"
"【7日目】デイリーレースに3回勝利しよう","<size=25>[第 7 天] 获得 3 次日常比赛胜利</size>"
"【7日目】チーム競技場でスコアを累計100万以上獲得しよう","<size=25>[第 7 天] 在竞技场中获得累计 1,000,000 pt</size>"
"【7日目】チーム競技場でウイニング報酬を5回獲得しよう","<size=25>[第 7 天] 在竞技场中获得 5 次胜利奖励</size>"
"【全達成報酬】7日目の限定ミッションを全てクリアしよう","<size=25>[第 7 天] 完成全部第 7 天任务</size>"
"【全達成報酬】1～7日目の限定ミッションを全てクリアしよう","<size=25>[限时] 完成全部 1~7 天任务</size>"
"【応援1日目】【ep.1】育成で日本ダービーの3着以内に入ろう","<size=25>[第 1 天][ep.1] 在育成中取得 日本ダービー 的前三名</size>"
"【応援1日目】【ep.2】育成で菊花賞の3着以内に入ろう","<size=25>[第 1 天][ep.2] 在育成中取得 菊花賞 的前三名</size>"
"【応援1日目】【ep.3】育成で阪神大賞典の3着以内に入ろう","<size=25>[第 1 天][ep.3] 在育成中取得 阪神大賞典 的前三名</size>"
"【応援2日目】【ep.4】育成で大阪杯の3着以内に入ろう","<size=25>[第 2 天][ep.4] 在育成中取得 大阪杯 的前三名</size>"
"【応援2日目】【ep.4】育成で皐月賞の3着以内に入ろう","<size=25>[第 2 天][ep.4] 在育成中取得 皐月賞 的前三名</size>"
"【応援2日目】【ep.5】育成で天皇賞（春）の3着以内に入ろう","<size=25>[第 2 天][ep.5] 在育成中取得 天皇賞（春） 的前三名</size>"
"【応援3日目】【ep.6】育成で菊花賞の3着以内に入ろう","<size=25>[第 3 天][ep.6] 在育成中取得 菊花賞 的前三名</size>"
"【応援3日目】【ep.6】育成で有馬記念の3着以内に入ろう","<size=25>[第 3 天][ep.6] 在育成中取得 有馬記念 的前三名</size>"
"【応援3日目】【ep.7】育成で大阪杯の3着以内に入ろう","<size=25>[第 3 天][ep.7] 在育成中取得 大阪杯 的前三名</size>"
"【応援4日目】【ep.8】育成で天皇賞（春）の3着以内に入ろう","<size=25>[第 4 天][ep.8] 在育成中取得 天皇賞（春） 的前三名</size>"
"【応援4日目】【ep.9】育成で安田記念の3着以内に入ろう","<size=25>[第 4 天][ep.9] 在育成中取得 安田記念 的前三名</size>"
"【応援4日目】【ep.9】育成で日本ダービーの3着以内に入ろう","<size=25>[第 4 天][ep.9] 在育成中取得 日本ダービー 的前三名</size>"
"【応援5日目】【ep.9】育成で宝塚記念の3着以内に入ろう","<size=25>[第 5 天][ep.9] 在育成中取得 宝塚記念 的前三名</size>"
"【応援5日目】【ep.10】育成で七夕賞の3着以内に入ろう","<size=25>[第 5 天][ep.10] 在育成中取得 七夕賞 的前三名</size>"
"【応援5日目】【ep.10】育成でオールカマーの3着以内に入ろう","<size=25>[第 5 天][ep.10] 在育成中取得 でオールカマー 的前三名</size>"
"【全達成報酬】応援1日目の限定ミッションを全てクリアしよう","<size=25>[限时] 完成全部第 1 天任务</size>"
"【全達成報酬】応援2日目の限定ミッションを全てクリアしよう","<size=25>[限时] 完成全部第 2 天任务</size>"
"【全達成報酬】応援3日目の限定ミッションを全てクリアしよう","<size=25>[限时] 完成全部第 3 天任务</size>"
"【全達成報酬】応援4日目の限定ミッションを全てクリアしよう","<size=25>[限时] 完成全部第 4 天任务</size>"
"【全達成報酬】応援5日目の限定ミッションを全てクリアしよう","<size=25>[限时] 完成全部第 5 天任务</size>"
"【デイリーミッション】\n育成を1回完了しよう","[日常] 完成一次育成"
"【デイリーミッション】\n育成でレースに勝利しよう","[日常] 在育成中赢得一场比赛胜利"
"【デイリーミッション】\nチーム競技場をプレイしよう","[日常] 在竞技场中完成一场比赛"
"【桜花賞応援】育成を1回完了しよう","【桜花賞応援】完成 1 次育成"
"【桜花賞応援】育成を3回完了しよう","【桜花賞応援】完成 2 次育成"
"【桜花賞応援】育成を5回完了しよう","【桜花賞応援】完成 5 次育成"
"【桜花賞応援】育成を10回完了しよう","【桜花賞応援】完成 10 次育成"
"【桜花賞応援】育成でフィリーズレビューの3着以内に入ろう","【桜花賞応援】在育成中取得 フィリーズレビュー 的前三名"
"【桜花賞応援】育成でチューリップ賞の3着以内に入ろう","【桜花賞応援】在育成中取得 チューリップ賞 的前三名"
"【桜花賞応援】育成で桜花賞に勝利しよう","【桜花賞応援】在育成中获得 桜花賞 冠军"
"【全達成報酬】桜花賞応援の限定ミッションをすべてクリアしよう","【全任务报酬】完成全部 桜花賞応援 任务"
"【皐月賞応援】育成を1回完了しよう","【皐月賞応援】完成 1 次育成"
"【皐月賞応援】育成を3回完了しよう","【皐月賞応援】完成 3 次育成"
"【皐月賞応援】育成を5回完了しよう","【皐月賞応援】完成 5 次育成"
"【皐月賞応援】育成を10回完了しよう","【皐月賞応援】完成 10 次育成"
"【皐月賞応援】育成でスプリングステークスの3着以内に入ろう","【皐月賞応援】在育成中取得 スプリングステークス 的前三名"
"【皐月賞応援】育成で弥生賞の3着以内に入ろう","【皐月賞応援】在育成中取得 弥生賞 的前三名"
"【皐月賞応援】育成で皐月賞に勝利しよう","【皐月賞応援】在育成中获得 皐月賞 冠军"
"【全達成報酬】皐月賞応援の限定ミッションをすべてクリアしよう","【全任务报酬】完成全部 皐月賞応援 任务"
"【天皇賞（春）応援】育成を1回完了しよう","【天皇賞（春）応援】完成 1 次育成"
"【天皇賞（春）応援】育成を3回完了しよう","【天皇賞（春）応援】完成 3 次育成"
"【天皇賞（春）応援】育成を5回完了しよう","【天皇賞（春）応援】完成 5 次育成"
"【天皇賞（春）応援】育成を10回完了しよう","【天皇賞（春）応援】完成 10 次育成"
"【天皇賞（春）応援】育成で阪神大賞典の3着以内に入ろう","【天皇賞（春）応援】在育成中取得 阪神大賞典 的前三名"
"【天皇賞（春）応援】育成で日経賞の3着以内に入ろう","【天皇賞（春）応援】在育成中取得 日経賞 的前三名"
"【天皇賞（春）応援】育成で天皇賞（春）に勝利しよう","【天皇賞（春）応援】在育成中获得 天皇賞（春） 冠军"
"【全達成報酬】天皇賞（春）応援の限定ミッションすべてクリアしよう","【全任务报酬】完成全部 天皇賞（春） 任务"
"【デイリーミッション】\n育成を1回完了しよう","[日常] 完成一次育成"
"【デイリーミッション】\n育成でレースに勝利しよう","[日常] 在育成中赢得一场比赛胜利"
"【デイリーミッション】\nチーム競技場をプレイしよう","[日常] 在竞技场中完成一场比赛"
"【デイリーミッション】\nレジェンドレースに1回出走しよう","[日常] 参加 1 次传奇比赛"
"【デイリーミッション】\nレジェンドレースに2回出走しよう","[日常] 参加 2 次传奇比赛"
"【デイリーミッション】\nレジェンドレースに3回出走しよう","[日常] 参加 3 次传奇比赛"
